MobileNo,Name,Acquiring_channel,Conversion_attribution,Type,LAN,Loan_amount,Interest,Tenure,Principal_amount,Loan_type,DPD_30,DPD_90,App_score,Imputed_Income,PIncode,Loan_status,Disbursement_date,EMI_amount,Age,Gender,Employment_type
6741345153,Suresh Kumar,google ads - home loan,Website,New,LAN20226896842,335000,0.1692,12,0,Consumer durable,,,6.4,1225000,781432,Closed,01-12-2022,30541,39,Male,Self-employed
6741345153,Suresh Kumar,Twowheeler_Suzuki,Website,Top-up,LAN20198031246,289000,0.1355,3,0,Consumer durable,,,6.4,1225000,781432,Closed,01-05-2019,98517,39,Male,Self-employed
6741345153,Suresh  Kumar,website banner diwali,App,New,LAN20213979366,168000,0.1671,4,0,Consumer durable,,,6.4,1225000,781432,Closed,01-07-2021,43472,39,Male,Self-employed
9390182661,Ayesha Rao,Website billion day,App,New,LAN20241978930,13460000,0.1082,33,934124,Loan against securities,,,7.6,1598000,800388,Active,01-01-2024,473389,44,Male,Salaried
6782927125,Aarav Patel,Branch Referral,App,New,LAN20259509531,375000,0.1556,16,25770,Consumer durable,,,7.5,702000,835640,Active,01-05-2025,26104,58,Male,Salaried
7985856190,Vihaan Ansari,paid_search_hl_nonbrand,App,New,LAN20194023890,21127000,0.0788,50,0,Home loan,,,7.4,1488000,570138,Closed,01-02-2019,497070,54,Female,Salaried
8338142266,Yusuf Sheikh,entrypage journey - PL,Website,New,LAN20238760844,171000,0.1427,23,0,Consumer durable,,,8.3,1722000,226172,Closed,01-07-2023,8542,25,Female,Self-employed
9873511561,Anjali Chatterjee,EntryPage_PL_Journey,Field,New,LAN20183827413,19980000,0.1175,30,0,Loan against securities,,,9,1378000,831099,Closed,01-12-2018,771833,41,Female,Salaried
9448147583,Imran Banerjee,Mobile app campaign,Website,Balance Transfer,LAN20213009814,292000,0.1304,19,0,Consumer durable,,,9.3,1314000,700114,Closed,01-01-2021,17093,30,Male,Self-employed
8538482222,Amit Singh,Twowheeler_Suzuki,Website,New,LAN20222407537,13568000,0.0891,38,0,Home loan,,,7.5,1755000,834288,Closed,01-04-2022,411105,36,Male,Salaried
8355907970,Ayesha Qureshi,Website Banner - Diwali,App,Top-up,LAN20228680523,24917000,0.0948,21,0,Loan against securities,,,8,1503000,834842,Closed,01-05-2022,1292336,52,Male,Salaried
8385916313,Sara Sheikh,website_billionday_sale,Call center,Top-up,LAN20268058926,2430000,0.1549,13,1724979,Personal loan,,,7.9,1163000,400312,Active,01-04-2026,204246,54,Female,Self-employed
7551298593,Kavya Patel,MobileApp Campaign - Q3,Field,New,LAN20211770192,4654000,0.1394,13,0,Personal loan,,,7.5,1785000,695539,Closed,01-08-2021,387784,39,Female,Self-employed
8183175802,Ananya Banerjee,Iphone_campaign,Website,New,LAN20236212598,50000,0.1521,20,0,Consumer durable,,,9.4,1415000,452058,Closed,01-07-2023,2846,44,Male,Salaried
7016744903,Farhan Das,Vijay sales X-sell Diwali,App,New,LAN20196400154,1356000,0.1222,31,0,Personal loan,,,6.4,652000,700717,Closed,01-08-2019,51229,23,Male,Self-employed
8008587458,Vikram Kapoor,entrypage journey - PL,App,New,LAN20220349067,3377000,0.1239,23,0,Loan against securities,,,9.4,1653000,141648,Closed,01-03-2022,165702,52,Female,Salaried
8282593435,Nisha Reddy,web_banner_diwali_offer,App,New,LAN20197088091,427000,0.1702,19,0,Consumer durable,,,8.9,1352000,462045,Closed,01-06-2019,25796,50,Male,Self-employed
8223206754,Suresh Banerjee,Store Footfall,App,New,LAN20209534396,248000,0.1611,14,0,Consumer durable,,,8.2,1331000,530358,Closed,01-05-2020,19549,44,Female,Self-employed
8259146232,Sara Ansari,Twowheeler_Suzuki,Call center,Balance Transfer,LAN20182658699,24361000,0.1017,26,0,Loan against securities,,,7.1,1671000,751918,Closed,01-05-2018,1047928,37,Female,Salaried
7032038060,Anika Kapoor,Mobile app campaign,App,Top-up,LAN20235230462,4563000,0.1591,44,788288,Personal loan,,,7.8,1454000,834499,Active,01-06-2023,137545,31,Male,Self-employed
9020455098,Sneha Malhotra,Website billion day,App,New,LAN20209766236,20138000,0.0928,50,0,Home loan,,,6.2,1000000,226099,Closed,01-10-2020,487169,54,Male,Self-employed
9004189756,Sanjay Shah,paid_search_hl_nonbrand,App,New,LAN20236338828,14261000,0.0881,48,2068136,Home loan,,,9.8,748000,781970,Active,01-02-2023,353600,44,Male,Salaried
7299120922,Fatima Khan,entrypage journey - PL,App,New,LAN20182849933,24935000,0.094,51,0,Home loan,,,7.6,1290000,835659,Closed,01-07-2018,594956,33,Female,Salaried
7176037007,Sneha Kumar,web_banner_diwali_offer,Website,Top-up,LAN20223693369,2987000,0.1356,36,0,Personal loan,,,5.8,1666000,462171,Closed,01-01-2022,101451,49,Male,Salaried
7988960559,Kavya Patel,EntryPage_PL_Journey,Field,Top-up,LAN20207911234,187000,0.1543,10,0,Consumer durable,,,7.7,1511000,110100,Closed,01-09-2020,20048,37,Female,Self-employed
6584369658,Arjun Sheikh,Entrypage_journey_pl,Call center,Top-up,LAN20198573139,988000,0.1335,16,0,Personal loan,2019-11,2019-12,8.7,1259000,682818,Closed,01-03-2019,67751,56,Male,Salaried
6584369658,Arjun,referral - branch walkin,App,New,LAN20245306641,19341000,0.0891,60,11057730,Home loan,,,8.7,1259000,682818,Active,01-03-2024,400643,56,Male,Salaried
8897421397,Pari Chatterjee,employee referral scheme,Call center,Top-up,LAN20239446718,4154000,0.1637,22,0,Personal loan,,,8.7,1736000,530432,Closed,01-11-2023,219842,58,Female,Salaried
6407115734,Sai Sharma,Iphone_campaign,Call center,New,LAN20219413273,220000,0.1482,5,0,Consumer durable,,,7.1,736000,800984,Closed,01-02-2021,45644,48,Male,Self-employed
9816112196,Shreya Gupta,Store Footfall,Call center,Balance Transfer,LAN20235590735,1787000,0.117,33,0,Personal loan,,,7.3,1156000,520711,Closed,01-08-2023,63591,50,Female,Salaried
8648522606,Myra Reddy,referral - branch walkin,App,Top-up,LAN20207503769,50000,0.1309,19,0,Consumer durable,,,6.5,1706000,600491,Closed,01-12-2020,2928,53,Female,Salaried
8143847842,Pooja Nair,employee referral scheme,Website,New,LAN20215418221,138000,0.1492,7,0,Consumer durable,,,6.8,962000,395360,Closed,01-05-2021,20707,28,Female,Salaried
9600157977,Suresh Singh,Email - preapproved offer,App,New,LAN20253685690,22635000,0.1124,36,13504923,Loan against securities,,,6.4,894000,500031,Active,01-04-2025,743616,57,Female,Self-employed
7175104815,Salman Pinto,MobileApp Campaign - Q3,App,New,LAN20199632281,233000,0.1569,14,0,Consumer durable,,,9.6,1403000,781464,Closed,01-08-2019,18321,41,Female,Self-employed
7175104815,Salman Pinto,Storefootfall,Website,New,LAN20217260266,262000,0.1485,14,0,Consumer durable,,,9.6,1403000,781464,Closed,01-07-2021,20497,41,Female,Self-employed
7065065952,Salman Menon,Iphone_campaign,Website,New,LAN20254956256,160000,0.1512,18,84503,Consumer durable,,,6.6,1615000,831404,Active,01-11-2025,9991,37,Male,Salaried
6133743942,Ishaan Chatterjee,utm_source=facebook&utm_medium=social&utm_campaign=cd_retarget,App,New,LAN20227419111,23091000,0.1179,15,0,Loan against securities,,,7.2,842000,411723,Closed,01-03-2022,1663156,27,Male,Salaried
6814649383,Diya D'Souza,TwoWheeler Suzuki tie-up,Field,New,LAN20181513882,2092000,0.128,14,0,Personal loan,,,7.4,1550000,600206,Closed,01-05-2018,161658,44,Male,Self-employed
6814649383,Diya D'Souza,sms_campaign_reengage,Call center,New,LAN20198113035,501000,0.168,41,0,Personal loan,2022-06,2022-07,7.4,1550000,600206,Closed,01-10-2019,16143,44,Male,Self-employed
9514749979,Sneha Kapoor,utm_source=facebook&utm_medium=social&utm_campaign=cd_retarget,App,New,LAN20200522039,67000,0.1429,4,0,Consumer durable,,,7.1,1419000,226965,Closed,01-07-2020,17252,48,Male,Salaried
9164889535,Ayesha Gupta,web_banner_diwali_offer,Website,New,LAN20203347417,498000,0.1679,23,0,Consumer durable,,,6.3,1469000,560627,Closed,01-02-2020,25472,45,Female,Salaried
9905662983,Shreya Pillai,website banner diwali,Website,New,LAN20257445574,251000,0.1526,17,0,Consumer durable,,,9.1,1229000,600860,Closed,01-01-2025,16511,48,Female,Self-employed
9134547836,Farhan Verma,website_billionday_sale,Call center,New,LAN20217909777,3717000,0.1118,17,0,Personal loan,,,8.4,1384000,110943,Closed,01-03-2021,237434,34,Male,Salaried
9134547836,farhan verma,GoogleAds_HL_brand,Website,Top-up,LAN20183269574,1953000,0.162,46,0,Personal loan,,,8.4,1384000,110943,Closed,01-04-2018,57272,34,Male,Salaried
6650790240,Priya Chatterjee,store_footfall_branch,App,New,LAN20218073981,406000,0.1353,15,0,Consumer durable,,,8.7,961000,530970,Closed,01-09-2021,29572,49,Male,Self-employed
7647825722,Vivaan Qureshi,Website - Billion Days,Website,New,LAN20222220137,9850000,0.1296,29,0,Loan against securities,2023-04,2023-05,7.1,1351000,751681,Closed,01-08-2022,397433,58,Female,Self-employed
7647825722,Vivaan Qureshi,entrypage journey - PL,App,New,LAN20247511053,199000,0.1482,3,0,Consumer durable,,,7.1,1351000,751681,Closed,01-11-2024,67978,58,Female,Self-employed
7647825722,VIVAAN QURESHI,iPhone Campaign,Field,New,LAN20251580665,11297000,0.1078,32,8439239,Loan against securities,,,7.1,1351000,751681,Active,01-11-2025,407774,58,Female,Self-employed
7577593918,Rohan Gupta,google ads - home loan,Field,New,LAN20186735347,23333000,0.13,24,0,Loan against securities,,,6.3,907000,570424,Closed,01-01-2018,1109293,25,Male,Self-employed
7253059258,Anjali Sharma,utm_source=google&utm_medium=cpc&utm_campaign=pl_generic,Call center,New,LAN20202208863,212000,0.1559,10,0,Consumer durable,,,9.4,1728000,141868,Closed,01-05-2020,22744,37,Male,Salaried
8186351684,Ahmed Das,TwoWheeler Suzuki tie-up,Call center,New,LAN20185046792,38000,0.166,19,0,Consumer durable,,,7.3,772000,800873,Closed,01-10-2018,2288,51,Female,Salaried
8025437824,Divya Mehta,utm_source=facebook&utm_medium=social&utm_campaign=cd_retarget,App,Top-up,LAN20269409196,245000,0.1674,14,145787,Consumer durable,,,6.7,958000,700177,Active,01-02-2026,19386,25,Male,Salaried
6859061326,Nisha Chatterjee,web_banner_diwali_offer,Website,New,LAN20257305462,161000,0.1379,3,0,Consumer durable,,,9.1,958000,641425,Closed,01-05-2025,54905,22,Male,Self-employed
6386746745,Ramesh Mehta,Entrypage_journey_pl,Website,New,LAN20231309604,4052000,0.1243,17,0,Personal loan,,,7,1005000,835659,Closed,01-02-2023,261184,44,Male,Salaried
9568831275,Neha Qureshi,Iphone_campaign,App,New,LAN20184650071,5908000,0.085,60,0,Home loan,,,8.7,1186000,682386,Closed,01-11-2018,121212,30,Male,Self-employed
9568831275,Neha Qureshi,paid_search_hl_nonbrand,Website,Top-up,LAN20247351271,479000,0.1515,13,0,Consumer durable,,,8.7,1186000,682386,Closed,01-12-2024,40184,30,Male,Self-employed
9533013654,Zara Qureshi,App push - MAU drive,Field,New,LAN20181794284,272000,0.1459,23,0,Consumer durable,,,7.2,572000,452102,Closed,01-04-2018,13628,60,Female,Self-employed
9032643523,Vihaan Kumar,Iphone_campaign,Website,Top-up,LAN20246985371,245000,0.1512,21,0,Consumer durable,,,6.4,956000,141998,Closed,01-07-2024,13351,31,Male,Salaried
7473992428,Rahul Pinto,google ads - home loan,Website,Top-up,LAN20205668555,3382000,0.1242,37,0,Personal loan,,,9.3,761000,380271,Closed,01-12-2020,110488,25,Male,Salaried
9987807832,Kabir Kapoor,TwoWheeler Suzuki tie-up,App,New,LAN20220378290,341000,0.1501,18,0,Consumer durable,,,9.1,577000,452452,Closed,01-01-2022,21275,50,Male,Salaried
7867964987,Aadhya Shah,iphone_campaign_launch,Website,New,LAN20252541122,14124000,0.0869,50,10668258,Home loan,,,6.8,693000,600625,Active,01-06-2025,337711,32,Male,Salaried
7527343661,Salman Malhotra,Website - Billion Days,App,New,LAN20186298216,134000,0.1672,24,0,Consumer durable,,,8.2,1738000,208384,Closed,01-02-2018,6607,58,Female,Self-employed
9557908172,Ramesh Khan,Store Footfall,App,New,LAN20196808372,162000,0.1675,10,0,Consumer durable,,,6.2,1691000,831032,Closed,01-05-2019,17470,32,Male,Salaried
8379641851,Yusuf Sharma,Vijay Sales cross sell,Website,New,LAN20204700610,417000,0.1452,5,0,Consumer durable,,,8.4,733000,751450,Closed,01-04-2020,86452,24,Female,Salaried
8471118586,Anjali Kapoor,Entrypage_journey_pl,Field,New,LAN20257759559,146000,0.168,23,49471,Consumer durable,,,8.8,1397000,160873,Active,01-04-2025,7469,50,Male,Salaried
8821595139,Aditya Das,SMS blast - existing customer,Website,New,LAN20223569576,375000,0.1527,5,0,Consumer durable,,,8,609000,400930,Closed,01-09-2022,77887,51,Female,Salaried
8148305916,Aarav Joshi,SMS blast - existing customer,Field,Balance Transfer,LAN20181048118,384000,0.1423,17,0,Consumer durable,,,8,1687000,380300,Closed,01-04-2018,25075,27,Male,Self-employed
7328983470,Riya Iyer,Entrypage_journey_pl,Field,New,LAN20186335102,358000,0.1547,18,0,Consumer durable,,,8.1,1501000,226955,Closed,01-10-2018,22413,30,Male,Salaried
6720527381,Ramesh Gupta,Website - Billion Days,Website,New,LAN20228092079,6048000,0.106,14,0,Loan against securities,,,8.7,1768000,641763,Closed,01-06-2022,461165,51,Female,Salaried
8712830371,Aditya Chatterjee,website_billionday_sale,Website,New,LAN20236077406,21551000,0.0838,60,10449856,Home loan,,,8,1497000,226628,Active,01-10-2023,440906,38,Male,Salaried
8032750077,Vihaan D'Souza,MobileApp Campaign - Q3,Field,Top-up,LAN20189333361,140000,0.1443,3,0,Consumer durable,2018-09,2018-09,6.4,1276000,781340,Closed,01-08-2018,47793,39,Male,Salaried
8032750077,Vihaan D'Souza,Vijay sales X-sell Diwali,App,Balance Transfer,LAN20195476866,147000,0.1668,22,0,Consumer durable,,,6.4,1276000,781340,Closed,01-05-2019,7801,39,Male,Salaried
9252322499,Diya Sharma,Website-StickyCTA,Field,Top-up,LAN20222448539,1817000,0.1328,14,0,Personal loan,,,8.1,768000,695250,Closed,01-09-2022,140815,46,Male,Salaried
9833187477,Ananya Rao,store_footfall_branch,Website,New,LAN20194598931,1376000,0.168,36,0,Personal loan,,,8.1,1774000,560299,Closed,01-09-2019,48921,41,Male,Salaried
9380985793,Pari Khan,2W_Suzuki_dealer,Website,New,LAN20223821915,2203000,0.1674,44,0,Personal loan,,,7.6,1523000,208219,Closed,01-11-2022,67334,45,Female,Self-employed
8766722832,Riya Nair,mobile_app_campaign,Call center,New,LAN20223796235,2865000,0.1159,47,0,Personal loan,,,9,1240000,695661,Closed,01-08-2022,76125,38,Male,Self-employed
8766722832,RIYA NAIR,Website billion day,App,New,LAN20253278671,15167000,0.0878,58,12302084,Home loan,,,9,1240000,695661,Active,01-07-2025,321840,38,Male,Self-employed
8766722832,Riya,Mobile app campaign,App,New,LAN20229516674,6716000,0.1289,26,0,Loan against securities,,,9,1240000,695661,Closed,01-09-2022,297431,38,Male,Self-employed
9729515814,Shreya Das,Website_sticky CTA,App,Top-up,LAN20211264358,100000,0.1735,18,0,Consumer durable,,,6.8,721000,781294,Closed,01-12-2021,6350,26,Male,Self-employed
6037040683,Rohan Qureshi,App push - MAU drive,App,New,LAN20245494308,464000,0.1717,9,0,Consumer durable,,,5.9,591000,800438,Closed,01-07-2024,55314,33,Male,Salaried
7919500735,Sneha Qureshi,paid_search_hl_nonbrand,Field,New,LAN20241793980,480000,0.1633,16,0,Consumer durable,,,7,1067000,834991,Closed,01-03-2024,33587,43,Female,Self-employed
8020977641,Aadhya Qureshi,Twowheeler_Suzuki,Website,New,LAN20243874620,59000,0.1629,24,8460,Consumer durable,,,7.4,583000,751117,Active,01-11-2024,2897,57,Female,Salaried
8197907570,Manoj D'Souza,GoogleAds_HL_brand,Website,Top-up,LAN20260687563,263000,0.1474,19,238100,Consumer durable,,,7.3,1416000,520628,Active,01-06-2026,15605,52,Female,Salaried
7662402871,Reyansh Malhotra,utm_source=facebook&utm_medium=social&utm_campaign=cd_retarget,App,New,LAN20243273670,1296000,0.1546,14,0,Personal loan,,,7.8,819000,400175,Closed,01-12-2024,101764,24,Male,Salaried
8792878276,Riya D'Souza,website banner diwali,App,Balance Transfer,LAN20196795289,4805000,0.1252,46,0,Personal loan,,,8,1788000,520473,Closed,01-09-2019,132054,34,Male,Salaried
8883445646,Diya Rao,Vijay Sales cross sell,App,New,LAN20214303555,121000,0.1601,12,0,Consumer durable,,,9.3,1757000,695007,Closed,01-01-2021,10979,48,Female,Self-employed
8268381302,Pooja Verma,utm_source=facebook&utm_medium=social&utm_campaign=cd_retarget,Field,New,LAN20183955072,140000,0.1679,4,0,Consumer durable,,,7.3,1150000,395094,Closed,01-09-2018,36233,38,Male,Salaried
6999035675,Ira Joshi,Apppush for MAU,App,New,LAN20261945409,98000,0.1394,16,75171,Consumer durable,,,7.3,1567000,834318,Active,01-04-2026,6747,31,Female,Salaried
6999035675,Ira Joshi,entrypage journey - PL,App,New,LAN20183432459,3293000,0.1296,26,0,Personal loan,,,7.3,1567000,834318,Closed,01-09-2018,145945,31,Female,Salaried
6169717630,Amit Gomes,Website-StickyCTA,Call center,New,LAN20228731626,1576000,0.1192,19,0,Personal loan,,,7.1,971000,831950,Closed,01-03-2022,91431,60,Male,Self-employed
9504433064,Reyansh Reddy,Mobile app campaign,App,New,LAN20190916869,2204000,0.1251,34,0,Personal loan,,,8.4,569000,500123,Closed,01-12-2019,77323,60,Female,Self-employed
6611556621,Kavya Sheikh,Mobile app campaign,Call center,New,LAN20204126993,1705000,0.1288,24,0,Personal loan,,,9.2,1751000,700087,Closed,01-03-2020,80963,43,Male,Self-employed
9052854698,Saanvi Malhotra,2W_Suzuki_dealer,App,Top-up,LAN20191263401,3345000,0.1462,43,0,Personal loan,,,6.4,1416000,831789,Closed,01-06-2019,100401,45,Female,Salaried
9792096141,Karthik Shah,Vijay Sales cross sell,Website,New,LAN20247207433,2391000,0.1505,38,811991,Personal loan,,,7.7,1068000,110170,Active,01-05-2024,79488,53,Male,Salaried
7972488312,Farhan Malhotra,Email - preapproved offer,Call center,New,LAN20199145663,139000,0.1575,12,0,Consumer durable,,,8.1,862000,395587,Closed,01-04-2019,12595,34,Male,Salaried
6091205625,Rohan Verma,mobile_app_campaign,App,Top-up,LAN20184842500,402000,0.1594,21,0,Consumer durable,,,7,732000,570372,Closed,01-12-2018,22063,44,Male,Self-employed
8273072915,Manoj Khan,Entrypage_journey_pl,Website,New,LAN20255223694,16376000,0.0817,56,12580408,Home loan,,,9.7,1740000,695393,Active,01-05-2025,352691,53,Male,Self-employed
6109361740,Deepak Nair,apppush_mau_reengagement,Field,New,LAN20227194117,18642000,0.0771,59,4029919,Home loan,,,8.4,1064000,462963,Active,01-08-2022,380630,28,Male,Salaried
6109361740,Deepak Nair,vijay sales - cross-sell,Website,New,LAN20266216408,3794000,0.1503,17,3181446,Personal loan,,,8.4,1064000,462963,Active,01-05-2026,249168,28,Male,Salaried
6109361740,Deepak Nair,web_banner_diwali_offer,Call center,New,LAN20224470254,7424000,0.0796,47,0,Home loan,,,8.4,1064000,462963,Closed,01-08-2022,184377,28,Male,Salaried
6805162166,Myra Pillai,Website Banner - Diwali,Call center,Top-up,LAN20234869771,407000,0.1303,13,0,Consumer durable,,,9,1026000,160248,Closed,01-03-2023,33739,30,Female,Self-employed
7032507577,Zara Shah,web_banner_diwali_offer,Website,New,LAN20206669668,88000,0.1337,4,0,Consumer durable,,,6.9,1045000,452068,Closed,01-11-2020,22616,45,Male,Salaried
9044146922,Kavya D'Souza,utm_source=google&utm_medium=cpc&utm_campaign=pl_generic,Website,Top-up,LAN20194237575,4909000,0.1725,17,0,Personal loan,,,8.8,1735000,560235,Closed,01-03-2019,327544,46,Female,Self-employed
9723264500,Vikram Singh,EntryPage_PL_Journey,Field,New,LAN20264838339,3789000,0.1296,18,3597167,Personal loan,,,9.5,639000,835609,Active,01-07-2026,232754,57,Male,Salaried
9105221012,Aarav Gomes,store_footfall_branch,App,New,LAN20231939050,15625000,0.0955,31,0,Loan against securities,,,9.4,1574000,700898,Closed,01-06-2023,570754,43,Male,Self-employed
6848181519,Neha Ansari,Storefootfall,App,New,LAN20202274855,131000,0.1577,3,0,Consumer durable,,,8.1,1211000,302466,Closed,01-06-2020,44819,40,Male,Self-employed
7856974481,Yusuf Kapoor,Branch Referral,Field,Top-up,LAN20193724469,24747000,0.0945,47,0,Home loan,,,9.3,1128000,462747,Closed,01-11-2019,632018,47,Male,Self-employed
9159744822,Reyansh D'Souza,Branch Referral,Field,Top-up,LAN20232664131,176000,0.14,7,0,Consumer durable,,,9.7,1553000,110602,Closed,01-02-2023,26330,22,Male,Self-employed
9159744822,Reyansh D'Souza,MobileApp Campaign - Q3,Field,New,LAN20210539701,18049000,0.0881,47,0,Home loan,2021-09,2021-10,9.7,1553000,110602,Closed,01-03-2021,455473,22,Male,Self-employed
7411293753,Anika Shah,web_banner_diwali_offer,Website,New,LAN20188501335,193000,0.1336,11,0,Consumer durable,,,9.8,724000,641019,Closed,01-12-2018,18739,56,Male,Salaried
9480199869,Imran Pinto,Vijay sales X-sell Diwali,Website,New,LAN20195723980,17484000,0.127,28,0,Loan against securities,,,6.5,783000,835954,Closed,01-07-2019,724785,33,Female,Salaried
9480199869,Imran  Pinto,google ads - home loan,Website,New,LAN20232546358,54000,0.133,24,0,Consumer durable,2024-08,2024-09,6.5,783000,835954,Closed,01-01-2023,2575,33,Female,Salaried
9480199869,Imran Pinto,Website Banner - Diwali,App,New,LAN20216637987,261000,0.1347,21,0,Consumer durable,,,6.5,783000,835954,Closed,01-04-2021,14020,33,Female,Salaried
6616857585,Anjali Pinto,Website-StickyCTA,Field,New,LAN20254642586,17208000,0.0908,53,14464618,Home loan,,,7.7,834000,530412,Active,01-10-2025,395333,47,Male,Salaried
6346413973,Imran D'Souza,iphone_campaign_launch,Website,Balance Transfer,LAN20230806273,3377000,0.173,46,389601,Personal loan,,,6.1,1321000,600658,Active,01-02-2023,100936,42,Male,Self-employed
6925794302,Aadhya Pillai,Website Banner - Diwali,Field,Balance Transfer,LAN20267413111,47000,0.1502,11,42988,Consumer durable,,,8,1533000,500286,Active,01-07-2026,4600,29,Female,Self-employed
9882069077,Riya Pinto,MobileApp Campaign - Q3,Website,New,LAN20236120576,432000,0.1593,19,0,Consumer durable,,,8.7,1231000,682509,Closed,01-01-2023,25874,58,Male,Self-employed
7237831101,Salman Kumar,SMS blast - existing customer,App,New,LAN20222133466,526000,0.1175,16,0,Loan against securities,,,8.3,972000,682033,Closed,01-10-2022,35678,41,Male,Self-employed
8646794027,Nisha Fernandes,SMS blast - existing customer,Field,New,LAN20199054191,1945000,0.1527,40,0,Personal loan,,,8.8,1530000,800840,Closed,01-04-2019,62348,24,Male,Salaried
9310204261,Rajesh Pinto,google ads - home loan,App,Top-up,LAN20203134299,38000,0.1525,8,0,Consumer durable,,,6.7,1665000,682449,Closed,01-10-2020,5026,54,Male,Self-employed
6979222417,Vivaan Iyer,website_billionday_sale,App,New,LAN20202639662,3046000,0.1696,41,0,Personal loan,,,8.8,1267000,141777,Closed,01-08-2020,98395,24,Male,Salaried
7840223638,Reyansh Malhotra,Website billion day,App,New,LAN20234488369,4077000,0.0865,55,1356261,Home loan,,,7.7,1146000,226288,Active,01-05-2023,90053,29,Female,Salaried
7439539885,Ira Singh,Website_sticky CTA,App,New,LAN20202721866,307000,0.17,14,0,Consumer durable,,,6.6,784000,834678,Closed,01-09-2020,24329,30,Male,Salaried
8140221865,Kabir Pillai,website_billionday_sale,Website,New,LAN20244750465,15099000,0.0784,53,10003450,Home loan,,,7,1730000,835974,Active,01-12-2024,337971,51,Male,Salaried
8140221865,kabir pillai,mobile_app_campaign,App,New,LAN20223046486,2070000,0.1227,12,0,Loan against securities,,,7,1730000,835974,Closed,01-07-2022,184179,51,Male,Salaried
8448125947,Ishaan Das,App push - MAU drive,App,Top-up,LAN20220045922,16262000,0.0857,49,780624,Home loan,,,9.7,758000,110354,Active,01-09-2022,394498,55,Male,Salaried
9443312921,Suresh Banerjee,EntryPage_PL_Journey,App,New,LAN20234924292,843000,0.0931,4,0,Loan against securities,,,7.3,1766000,411004,Closed,01-05-2023,214853,50,Male,Self-employed
8584617072,Kavya Reddy,MobileApp Campaign - Q3,App,New,LAN20192835570,3183000,0.0789,39,0,Home loan,,,8.4,754000,800010,Closed,01-05-2019,92793,32,Female,Self-employed
8867507665,Diya Shah,Vijay sales X-sell Diwali,Field,Top-up,LAN20206613769,2614000,0.1424,40,0,Personal loan,,,7,989000,700754,Closed,01-02-2020,82462,56,Male,Salaried
6197191907,Farhan Mehta,google ads - home loan,Field,New,LAN20215684850,295000,0.1596,24,0,Consumer durable,,,6.9,1421000,600344,Closed,01-10-2021,14438,27,Male,Salaried
9782428381,Sanjay Khan,Email - preapproved offer,Field,Top-up,LAN20212789137,928000,0.1405,30,0,Personal loan,,,8.1,710000,835585,Closed,01-02-2021,36862,54,Female,Salaried
9520952576,Krishna Fernandes,Storefootfall,Website,New,LAN20192183943,38000,0.1456,6,0,Consumer durable,,,7.1,1632000,600091,Closed,01-08-2019,6605,60,Male,Salaried
8180980600,Rahul Menon,Store Footfall,Field,New,LAN20214295192,1594000,0.1373,37,0,Personal loan,,,9.5,571000,695943,Closed,01-04-2021,53084,48,Male,Salaried
7132178470,Ahmed Nair,Vijay Sales cross sell,Website,Top-up,LAN20229320662,15084000,0.0951,25,0,Loan against securities,2023-09,2023-10,6.7,1472000,781380,Closed,01-05-2022,667483,34,Male,Salaried
7132178470,Ahmed Nair,vijay sales - cross-sell,Website,New,LAN20227659016,126000,0.1406,22,0,Consumer durable,,,6.7,1472000,781380,Closed,01-04-2022,6530,34,Male,Salaried
9012045264,Anika Banerjee,Vijay Sales cross sell,Call center,Top-up,LAN20200520604,138000,0.1375,22,0,Consumer durable,,,6.5,1518000,834503,Closed,01-12-2020,7132,31,Male,Self-employed
7386710059,Aditya Kapoor,Website billion day,Call center,New,LAN20226581090,796000,0.153,38,0,Personal loan,,,9.1,1054000,452741,Closed,01-07-2022,26561,41,Male,Salaried
6931754320,Shreya Rao,website sticky cta,Field,Top-up,LAN20255118552,96000,0.135,7,0,Consumer durable,,,9.1,1280000,530649,Closed,01-04-2025,14338,28,Male,Self-employed
6931754320,Shreya Rao,TwoWheeler Suzuki tie-up,Field,Balance Transfer,LAN20216809089,811000,0.1267,32,0,Personal loan,,,9.1,1280000,530649,Closed,01-04-2021,29998,28,Male,Self-employed
8143406510,Amit Nair,App push - MAU drive,Website,New,LAN20214608972,1653000,0.1464,30,0,Personal loan,2022-05,2022-06,9.2,707000,395935,Closed,01-09-2021,66129,47,Female,Self-employed
8143406510,Amit Nair,EntryPage_PL_Journey,Field,New,LAN20217938492,340000,0.1343,7,0,Consumer durable,,,9.2,707000,395935,Closed,01-02-2021,50770,47,Female,Self-employed
7181548422,Aditya Iyer,iphone_campaign_launch,Website,Top-up,LAN20225101923,246000,0.159,7,0,Consumer durable,,,8.9,1301000,570736,Closed,01-01-2022,37030,36,Male,Salaried
6159739599,Neha Nair,MobileApp Campaign - Q3,Field,Top-up,LAN20219909513,425000,0.1468,4,0,Consumer durable,,,6.1,963000,682170,Closed,01-08-2021,109519,51,Male,Self-employed
9023088106,Karthik Malhotra,Mobile app campaign,Website,New,LAN20222603580,196000,0.1581,8,0,Consumer durable,,,6.3,789000,835468,Closed,01-04-2022,25975,45,Female,Salaried
8692170693,Ahmed Das,Vijay Sales cross sell,App,New,LAN20241117637,3202000,0.1596,19,0,Personal loan,,,6.5,913000,302635,Closed,01-05-2024,191828,47,Male,Salaried
